,Global_reactive_power,Voltage,Global_intensity,date,month,hour,Minutes,total_metering
1747747,0.058,241.66,5.4,13,4,10,31,18.0
13558,0.0,245.49,9.6,26,12,3,22,0.0
5565,0.11,243.03,5.8,20,12,14,9,18.0
1310264,0.1,240.81052229987583,2.8,13,6,15,8,1.0
861936,0.116,239.37,3.2,8,6,7,0,13.0
138623,0.19,242.43,6.2,22,3,23,47,18.0
346767,0.0,234.12,4.8,14,8,12,51,17.0
761321,0.338,239.01,6.2,28,5,10,5,19.0
327503,0.0,238.58,0.4,8,1,3,47,0.0
1302824,0.206,242.97,2.0,6,8,11,8,2.0
760545,0.184,239.97,2.6,27,5,21,9,2.0
88084,0.14,236.14,13.6,15,2,21,28,20.0
1581371,0.14,242.14,12.2,18,12,21,35,19.0
1694131,0.082,246.77,2.0,3,7,4,55,1.0
911382,0.114,241.29,1.2,9,9,15,6,1.0
619762,0.0,246.47,1.0,20,2,2,46,0.0
1933096,0.1,240.81052229987583,2.8,20,8,3,40,1.0
1724799,0.234,241.91,1.8,28,3,12,3,1.0
2060495,0.08,241.36,1.4,16,11,14,59,0.0
1324750,0.214,242.03,1.4,23,6,16,34,1.0
1091755,0.09,243.14,11.2,1,12,21,19,18.0
536277,0.15,248.60500000000005,1.4,24,12,3,21,0.0
956980,0.0,236.91,5.8,10,11,7,4,18.0
1931438,0.1,240.81052229987583,2.8,19,8,0,2,1.0
134623,0.08,244.46,1.2,20,3,5,7,0.0
1668771,0.41300000000000003,248.60500000000005,4.2,17,2,14,15,2.0
1097958,0.176,245.17,6.2,17,1,4,42,1.0
2005317,0.144,236.44,9.0,10,9,7,21,18.0
2054810,0.212,238.01,4.6,11,12,16,14,1.0
1702147,0.09,238.25,2.8,3,12,18,31,0.0
887732,0.158,242.69,0.8,24,8,4,56,0.0
577315,0.244,241.24,2.4,21,1,15,19,1.0
1394754,0.226,235.39,13.9,8,11,7,18,18.0
443781,0.0,244.09,1.4,20,10,21,45,0.0
1970638,0.0,242.26,0.8,15,9,5,22,1.0
2046688,0.086,241.75,1.8,11,7,0,52,0.0
835081,0.086,240.12,2.6,18,7,15,25,1.0
1866578,0.216,240.2,1.6,7,4,23,2,0.0
1925608,0.224,241.41,1.6,14,8,22,52,1.0
380122,0.0,239.88,0.6,9,6,16,46,0.0
2003611,0.266,239.91,2.4,10,8,2,55,2.0
519952,0.106,236.5,13.9,12,12,19,16,20.0
1863461,0.16,240.09,4.2,7,2,19,5,1.0
1443295,0.362,243.01,2.4,14,9,0,19,2.0
257054,0.134,241.77,1.0,13,6,5,38,0.0
170560,0.0,240.52,0.8,14,4,4,4,0.0
134691,0.0,246.87,1.0,20,3,6,15,0.0
1419568,0.224,240.58,5.6,28,8,12,52,20.0
874173,0.0,242.17,0.2,14,8,18,57,1.0
1324039,0.074,241.59,0.8,23,6,4,43,1.0
590575,0.08,239.17,2.2,30,1,20,19,0.0
1097709,0.07,243.87,13.9,17,1,0,33,41.0
1537679,0.29,243.78,7.2,18,11,13,23,19.0
799664,0.216,243.69,1.4,24,6,1,8,2.0
1281142,0.08,238.08,9.6,24,5,9,46,28.0
620920,0.256,238.24,11.4,20,2,22,4,19.0
726465,0.118,243.18,1.4,5,4,5,9,0.0
259997,0.0,237.53,4.8,15,6,6,41,19.0
630107,0.0,238.21,0.8,27,2,7,11,0.0
562666,0.0,238.22,6.8,1,11,11,10,17.0
1951424,0.138,237.75,13.9,9,1,21,8,45.0
1044006,0.19,241.14,13.9,12,10,17,30,38.0
1233698,0.056,237.39,5.6,21,4,11,2,18.0
1745061,0.22,243.95,6.4,4,11,13,45,20.0
1097871,0.0,244.3,6.0,17,1,3,15,0.0
769955,0.096,233.20499999999996,5.4,6,3,9,59,17.0
817523,0.236,239.92,4.6,7,6,10,47,13.0
673188,0.118,245.51,1.4,28,3,5,12,0.0
663380,0.316,240.45,6.4,21,3,9,44,18.0
1479393,0.0,240.06,0.8,10,9,1,57,1.0
1178016,0.05,239.24,6.4,13,3,19,0,18.0
2068288,0.176,242.19,1.6,22,11,0,52,1.0
1213655,0.0,239.61,5.4,4,7,12,59,17.0
304067,0.3,239.79,8.8,15,7,21,11,18.0
1813784,0.206,238.46,7.2,29,5,7,8,19.0
947778,0.106,242.79,1.4,10,4,21,42,1.0
988684,0.052,242.71,2.4,11,2,7,28,0.0
1962085,0.286,240.65,8.8,9,9,6,49,29.0
1232101,0.09,239.49,6.0,20,4,8,25,18.0
428996,0.092,240.25,1.6,10,10,15,20,0.0
1468943,0.072,236.86,7.0,10,1,19,47,19.0
1637369,0.0,243.74,5.6,26,1,18,53,1.0
1862400,0.186,240.06,1.8,7,2,1,24,2.0
108232,0.122,240.61,1.4,3,1,21,16,0.0
174154,0.216,238.19,2.0,16,4,15,58,0.0
844712,0.07,239.81,5.2,25,7,7,56,18.0
1269448,0.216,241.38,2.0,16,5,6,52,1.0
1334024,0.0,240.35,0.8,30,6,3,8,1.0
14913,0.148,248.60500000000005,2.2,27,12,1,57,0.0
1121487,0.05,243.27,5.2,2,2,12,51,18.0
649468,0.104,239.44,1.8,3,11,17,52,0.0
419387,0.078,241.59,1.6,10,3,23,11,0.0
1510781,0.176,240.97,6.0,30,10,21,5,0.0
1018819,0.062,241.5,5.8,23,11,5,43,18.0
637009,0.234,242.26,3.0,3,3,2,13,2.0
411781,0.194,240.93,2.2,28,9,16,25,2.0
637630,0.102,241.08,2.4,3,3,12,34,0.0
1744548,0.0,244.82,1.0,4,11,5,12,1.0
737533,0.16,238.64,4.0,5,11,21,37,1.0
149732,0.27,243.3,2.0,30,3,16,56,1.0
226937,0.16,235.6,6.8,23,5,7,41,18.0
610994,0.254,243.27,2.0,14,2,0,38,1.0
471676,0.106,240.65,1.4,11,9,6,40,0.0
1006167,0.186,240.06,6.2,14,11,10,51,20.0
121204,0.102,239.13,10.2,3,10,21,28,28.0
305230,0.194,234.9,1.4,16,7,16,34,0.0
1935496,0.1,240.81052229987583,2.8,21,8,19,40,1.0
1654201,0.05,243.35,1.2,2,7,11,25,1.0
1962280,0.172,239.23,2.4,9,9,10,4,3.0
1351872,0.118,241.03,1.0,7,12,12,36,2.0
1174247,0.0,243.47,3.6,3,11,4,11,0.0
635592,0.0,241.82,0.8,3,2,2,36,0.0
729030,0.0,241.4,1.2,5,5,23,54,1.0
1431923,0.13,240.42,1.6,9,6,2,47,3.0
240699,0.082,235.84,5.6,6,1,21,3,17.0
66598,0.15,246.21,1.6,31,1,23,22,0.0
925339,0.144,241.23,7.2,19,9,7,43,20.0
36871,0.306,236.96,13.2,1,11,7,55,17.0
1604819,0.246,248.60500000000005,2.2,1,4,4,23,2.0
91997,0.384,240.95,11.6,18,2,14,41,37.0
810398,0.332,238.28,2.8,7,1,12,2,2.0
1297568,0.118,238.24,6.2,6,4,19,32,18.0
1533187,0.0,242.74,5.4,15,11,10,31,18.0
292055,0.102,238.48,1.2,7,7,12,59,0.0
1565667,0.0,242.68,1.2,12,7,23,51,1.0
1117895,0.05,245.78,1.0,31,1,0,59,0.0
1210100,0.048,243.17,1.6,4,5,1,44,0.0
741496,0.228,240.8,2.4,14,5,15,40,2.0
1643413,0.106,246.01,1.4,30,1,23,37,0.0
1598897,0.134,241.61,1.6,31,12,1,41,1.0
1541260,0.05,242.52,1.4,21,11,1,4,0.0
1622284,0.0,243.79,10.0,16,1,7,28,19.0
249306,0.18,236.32,3.0,6,7,20,30,2.0
1062021,0.058,240.8,5.2,23,12,5,45,18.0
1990067,0.1,240.81052229987583,2.8,28,9,17,11,1.0
1295637,0.202,237.26,6.2,6,3,11,21,20.0
643689,0.0,242.15,3.8,3,7,17,33,0.0
699485,0.0,239.83,8.2,15,4,11,29,19.0
1982490,0.064,238.89,5.4,23,9,10,54,18.0
1059164,0.076,242.54,1.2,21,12,6,8,0.0
1683954,0.104,244.35,2.2,28,2,3,18,1.0
1050767,0.074,240.24,5.8,15,12,10,11,17.0
1978091,0.264,237.63,8.0,20,9,9,35,27.0
1927484,0.068,240.33,1.2,16,8,6,8,1.0
1527574,0.41300000000000003,243.08,3.4,11,11,12,58,1.0
169715,0.116,239.99,1.4,13,4,13,59,0.0
682306,0.086,241.91,1.2,4,3,13,10,1.0
192261,0.1,240.81052229987583,2.8,29,4,5,45,1.0
1639704,0.118,242.83,5.8,28,1,9,48,20.0
1889283,0.118,241.44,1.0,20,7,17,27,1.0
765001,0.114,245.05,2.6,30,5,23,25,0.0
408048,0.05,238.6,1.2,26,9,2,12,0.0
429882,0.082,238.36,1.4,10,11,6,6,0.0
224596,0.078,235.33,1.2,21,5,16,40,1.0
962152,0.104,236.23,13.9,14,10,21,16,37.0
910479,0.0,244.28,10.2,9,9,0,3,41.0
2057230,0.182,239.53,1.8,14,11,8,34,0.0
1552082,0.0,239.49,13.9,28,11,13,26,45.0
108552,0.252,242.06,2.0,3,2,2,36,1.0
719801,0.086,242.24,6.0,29,4,14,5,19.0
1458596,0.238,240.97,1.6,24,9,15,20,1.0
1318785,0.116,241.18,1.0,19,6,13,9,1.0
1398671,0.184,241.98,1.8,14,8,0,35,5.0
1778071,0.072,235.5,5.6,5,4,11,55,20.0
1344245,0.232,241.25,1.6,7,7,5,29,0.0
1350685,0.082,246.7,1.8,7,11,16,49,0.0
32680,0.0,237.14,5.2,1,8,10,4,17.0
1386845,0.0,239.1,0.6,8,5,19,29,1.0
1150273,0.078,240.32,1.2,22,2,12,37,0.0
1445585,0.0,239.55,0.8,15,9,14,29,1.0
2056716,0.268,240.26,7.8,14,11,0,0,18.0
157015,0.098,241.33,5.6,4,4,18,19,9.0
318520,0.114,236.06,1.0,25,7,22,4,0.0
2026537,0.41300000000000003,245.02,4.8,24,10,1,1,1.0
674021,0.058,236.28,13.9,28,3,19,5,38.0
404777,0.158,239.2,5.8,23,9,19,41,0.0
1769509,0.148,243.67,1.6,28,4,13,13,1.0
755863,0.094,239.12,5.2,24,5,15,7,18.0
314750,0.092,233.20499999999996,1.0,23,7,7,14,0.0
846819,0.134,242.4,1.2,26,7,19,3,2.0
1791471,0.076,242.42,8.0,13,5,19,15,18.0
1173241,0.06,238.68,6.0,3,10,11,25,17.0
643197,0.054,237.57,5.6,3,7,9,21,17.0
1693830,0.12,248.15,2.2,3,6,23,54,1.0
1562515,0.122,235.38,13.9,12,5,19,19,18.0
762865,0.068,233.20499999999996,6.2,29,5,11,49,18.0
1427965,0.346,241.72,2.8,9,3,8,49,3.0
1823004,0.06,239.69,5.8,6,4,16,48,18.0
1617814,0.1,240.81052229987583,2.8,13,1,4,58,1.0
974603,0.064,237.55,13.9,23,10,12,47,18.0
1200355,0.104,245.26,1.2,29,3,7,19,1.0
1717945,0.114,242.61,1.6,23,3,17,49,0.0
381995,0.354,241.91,2.8,9,7,23,59,1.0
1773428,0.0,241.17,1.0,5,1,6,32,0.0
768635,0.136,233.36,3.2,6,2,11,59,5.0
1366990,0.124,243.49,3.6,23,7,0,34,1.0
903182,0.244,241.25,2.8,9,3,22,26,1.0
1733224,0.048,239.14,6.6,4,3,8,28,19.0
1681231,0.194,240.1,1.8,26,2,5,55,3.0
388325,0.114,240.55,1.0,9,12,9,29,1.0
1114570,0.146,242.31,10.4,28,1,17,34,1.0
62687,0.0,246.83,1.0,29,1,6,11,0.0
862099,0.15,240.39,1.0,8,6,9,43,0.0
600131,0.07,233.20499999999996,6.4,2,6,11,35,16.0
859413,0.0,238.71,0.6,8,4,12,57,1.0
142207,0.302,240.65,2.4,25,3,11,31,1.0
1290878,0.084,242.54,1.2,31,5,4,2,1.0
1469387,0.226,240.98,1.4,10,2,3,11,2.0
222871,0.192,235.01,6.8,20,5,11,55,2.0
326007,0.118,235.96,1.0,31,7,2,51,0.0
983920,0.06,243.25,2.8,30,10,0,4,0.0
703665,0.07,238.67,5.6,18,4,9,9,18.0
1396503,0.148,242.48,1.4,8,12,12,27,1.0
296791,0.088,237.44,2.6,7,10,19,55,0.0
1105248,0.084,246.84,1.6,22,1,6,12,0.0
1772288,0.258,240.48,5.0,30,4,11,32,11.0
1437789,0.224,241.84,1.4,9,10,4,33,0.0
1774291,0.212,240.76,2.2,5,1,20,55,3.0
1292531,0.094,240.55,1.0,6,1,7,35,1.0
959357,0.182,241.8,4.0,10,12,22,41,4.0
844955,0.324,238.21,2.0,25,7,11,59,2.0
1477405,0.41300000000000003,241.57,5.4,10,7,16,49,14.0
786801,0.204,240.8,2.2,15,6,2,45,1.0
501775,0.048,246.13,1.8,30,11,4,19,0.0
415894,0.048,241.03,1.0,10,1,12,58,1.0
501867,0.062,245.53,2.2,30,11,5,51,0.0
2064983,0.05,234.7,2.6,19,11,17,47,0.0
840392,0.078,241.36,5.4,22,7,7,56,18.0
1905457,0.338,240.07,2.2,31,7,23,1,1.0
702179,0.0,240.72,7.2,17,4,8,23,18.0
1517555,0.208,241.4,7.6,11,4,13,59,18.0
624073,0.0,242.97,1.0,23,2,2,37,0.0
558525,0.084,243.39,6.0,1,8,14,9,19.0
1092534,0.08,242.92,6.0,13,1,10,18,18.0
544763,0.164,244.34,2.4,30,12,0,47,2.0
1025607,0.188,244.68,5.8,27,11,22,51,12.0
1363587,0.15,243.26,1.0,20,7,15,51,1.0
1880810,0.15,240.77,3.0,14,7,20,14,0.0
1911479,0.0,240.9,0.6,8,5,3,23,1.0
738268,0.314,239.73,2.6,5,12,9,52,2.0
1509415,0.0,241.65,10.0,29,10,22,19,20.0
1168004,0.164,239.62,11.0,3,6,20,8,18.0
1153093,0.09,239.99,5.6,24,2,11,37,18.0
901543,0.19,241.25,2.6,9,2,19,7,2.0
1470279,0.266,240.62,3.8,10,2,18,3,12.0
1622503,0.12,240.48,8.8,16,1,11,7,18.0
1213987,0.296,241.54,3.0,4,7,18,31,0.0
2058436,0.068,245.88,1.2,15,11,4,40,0.0
1735850,0.0,246.33,1.0,4,5,4,14,0.0
317629,0.0,234.12,2.0,25,7,7,13,0.0
773622,0.0,241.45,1.0,6,5,23,6,1.0
1858211,0.0,239.97,0.8,29,6,3,35,0.0
345343,0.1,233.20499999999996,5.0,13,8,13,7,17.0
1860068,0.0,238.08,0.6,30,6,10,32,1.0
1633565,0.084,246.54,1.6,24,1,3,29,1.0
1791023,0.0,242.4,5.8,13,5,11,47,20.0
1125270,0.062,244.6,5.4,2,5,3,54,18.0
343136,0.0,236.26,3.2,8,12,0,20,0.0
1395671,0.41300000000000003,240.63,8.0,8,11,22,35,0.0
1642358,0.0,245.67,1.0,30,1,6,2,1.0
1573280,0.12,246.62,1.4,13,12,6,44,1.0
1180255,0.128,243.95,2.0,15,3,8,19,0.0
1408640,0.124,242.65,2.4,20,8,22,44,1.0
1793280,0.216,243.21,2.0,15,5,1,24,1.0
1134182,0.05,239.67,5.2,2,11,8,26,18.0
375072,0.1,239.88,1.2,9,3,4,36,0.0
1033264,0.232,248.29,2.0,12,3,6,28,1.0
1053381,0.106,246.22,1.6,17,12,5,45,0.0
1609923,0.368,245.84,2.6,1,7,17,27,2.0
1261533,0.104,239.44,8.6,5,10,18,57,19.0
1397246,0.14,240.76,1.2,13,8,0,50,0.0
353435,0.248,243.48,1.4,19,8,3,59,0.0
121044,0.11,236.81,5.0,3,10,18,48,0.0
1690464,0.0,244.32,1.2,3,4,15,48,1.0
1032795,0.0,243.8,3.4,12,2,22,39,0.0
204582,0.082,235.31,7.8,5,7,19,6,17.0
394857,0.0,239.35,7.0,16,9,22,21,20.0
1370324,0.094,240.85,5.2,25,7,8,8,18.0
398466,0.0,240.42,1.4,19,9,10,30,0.0
875466,0.346,241.15,2.0,15,8,16,30,1.0
420411,0.168,239.36,2.0,10,4,16,15,0.0
224738,0.0,235.24,1.0,21,5,19,2,0.0
2004969,0.0,240.86,1.6,10,9,1,33,2.0
720802,0.084,241.85,1.4,30,4,6,46,0.0
1826567,0.098,244.19,1.4,6,7,4,11,1.0
1641985,0.0,246.2,5.6,29,1,23,49,19.0
460287,0.106,241.64,1.2,11,1,8,51,0.0
1698628,0.094,240.57,7.6,3,10,7,52,19.0
486108,0.136,239.4,9.8,19,11,7,12,18.0
1469804,0.312,238.39,6.0,10,2,10,8,19.0
959851,0.0,239.72,13.6,13,10,6,55,18.0
1402208,0.358,239.12,2.2,16,8,11,32,1.0
1532638,0.104,239.43,6.6,15,11,1,22,1.0
1864864,0.33,242.27,2.6,7,3,18,28,2.0
1652699,0.41300000000000003,236.83,11.0,2,6,10,23,20.0
129080,0.0,237.02,13.9,16,3,8,44,45.0
611192,0.24,244.38,2.0,14,2,3,56,0.0
131786,0.258,245.24,2.0,18,3,5,50,0.0
464245,0.072,241.63,1.2,11,4,2,49,0.0
424583,0.078,238.75,13.9,10,7,13,47,45.0
1554296,0.134,246.36,1.6,30,11,2,20,1.0
605937,0.172,240.24,12.0,2,10,12,21,37.0
809742,0.216,238.83,1.4,7,1,1,6,2.0
410518,0.128,237.74,2.4,27,9,19,22,0.0
2164,0.114,247.59,1.2,18,12,5,28,0.0
531104,0.128,240.86,6.2,20,12,13,8,19.0
99113,0.0,238.8,5.8,23,2,13,17,18.0
1975009,0.182,241.6,1.4,18,9,6,13,1.0
1851995,0.224,244.56,2.4,24,6,19,59,1.0
1098490,0.332,241.87,7.0,17,1,13,34,20.0
216224,0.114,234.57,2.8,15,5,21,8,1.0
288678,0.124,242.07,1.0,7,5,4,42,0.0
1592839,0.124,240.76,9.2,26,12,20,43,20.0
426493,0.154,236.54,10.4,10,8,21,37,18.0
1884268,0.09,242.07,1.0,17,7,5,52,0.0
1189019,0.0,243.3,5.2,21,3,10,23,18.0
1978968,0.058,241.31,2.2,21,9,0,12,3.0
851174,0.364,236.57,12.6,29,7,19,38,34.0
1625717,0.152,246.9,2.2,18,1,16,41,1.0
542618,0.0,242.35,6.6,28,12,13,2,18.0
1893848,0.098,239.81,7.0,23,7,21,32,19.0
979055,0.048,245.28,0.8,26,10,14,59,0.0
1847182,0.2,241.02,6.0,21,6,11,46,19.0
907268,0.218,240.18,2.0,9,6,18,32,3.0
901782,0.232,243.79,4.6,9,2,23,6,0.0
1625755,0.398,244.15,6.8,18,1,17,19,2.0
238137,0.058,236.61,0.8,31,5,2,21,0.0
929493,0.0,240.52,0.6,22,9,4,57,1.0
1808026,0.222,237.66,8.2,25,5,7,10,27.0
1150512,0.362,238.96,13.9,22,2,16,36,45.0
921144,0.0,239.91,5.2,16,9,9,48,18.0
1615248,0.128,244.08,6.2,1,11,10,12,19.0
1733280,0.0,243.48,5.6,4,3,9,24,20.0
1459381,0.25,242.77,1.6,25,9,4,25,2.0
170298,0.106,241.11,1.2,13,4,23,42,1.0
1828228,0.18,239.81,6.8,6,8,7,52,20.0
333517,0.216,234.95,1.4,8,5,8,1,0.0
1173204,0.07,240.05,7.2,3,10,10,48,18.0
1625527,0.0,246.5,5.6,18,1,13,31,19.0
1274673,0.068,241.25,8.0,19,5,21,57,2.0
1323182,0.0,240.67,0.6,22,6,14,26,1.0
122520,0.41,237.19,13.9,3,11,19,24,21.0
950851,0.07,240.63,2.2,10,7,0,55,0.0
1363078,0.102,241.38,1.8,20,7,7,22,2.0
1055878,0.094,245.17,4.2,18,12,23,22,1.0
299852,0.122,242.05,5.6,7,12,22,56,18.0
1849614,0.108,241.35,1.0,23,6,4,18,1.0
1325850,0.056,236.83,5.2,24,6,10,54,18.0
1308671,0.242,242.74,2.2,6,12,12,35,2.0
1268411,0.0,241.58,1.0,15,5,13,35,1.0
1297179,0.0,238.79,0.6,6,4,13,3,1.0
836232,0.104,239.72,1.2,19,7,10,36,0.0
1653884,0.068,244.61,1.4,2,7,6,8,0.0
1346150,0.062,241.42,1.0,7,8,13,14,1.0
711957,0.112,241.35,1.4,24,4,3,21,1.0
251395,0.084,240.17,1.2,6,9,7,19,0.0
858890,0.118,236.91,1.0,8,4,4,14,1.0
354375,0.17,234.85,13.9,19,8,19,39,45.0
90212,0.172,241.49,13.9,17,2,8,56,45.0
193813,0.1,240.81052229987583,2.8,30,4,7,37,1.0
353944,0.0,239.66,0.4,19,8,12,28,0.0
1091782,0.122,242.64,11.4,1,12,21,46,18.0
1100174,0.084,240.48,9.4,18,1,17,38,0.0
199083,0.0,238.55,4.8,5,3,23,27,17.0
1266140,0.0,246.42,1.2,13,5,23,44,1.0
1289875,0.204,240.39,2.2,30,5,11,19,1.0
1051557,0.0,244.35,1.4,15,12,23,21,2.0
1330942,0.274,243.35,2.0,27,6,23,46,3.0
265021,0.352,239.08,2.0,18,6,18,25,1.0
379778,0.0,238.03,0.6,9,6,11,2,0.0
1196132,0.08,240.89,5.6,26,3,8,56,18.0
641823,0.134,238.33,10.2,3,6,10,27,19.0
1409487,0.108,240.27,1.0,21,8,12,51,2.0
2056121,0.21,236.27,7.6,13,11,14,5,1.0
536529,0.0,244.59,1.4,24,12,7,33,0.0
1648157,0.15,244.44,5.0,2,3,6,41,1.0
948760,0.092,240.7,10.6,10,5,14,4,18.0
607536,0.118,245.34,1.4,2,11,15,0,0.0
1700927,0.0,241.49,10.4,3,11,22,11,19.0
1517454,0.1,241.34,7.4,11,4,12,18,18.0
638330,0.1,242.84,2.4,3,4,0,14,1.0
1528305,0.1,245.12,1.2,11,12,1,9,3.0
2015169,0.232,243.94,2.0,16,10,3,33,2.0
1740448,0.292,239.87,8.4,4,8,8,52,19.0
489900,0.202,244.47,9.6,21,11,22,24,19.0
8796,0.212,236.0,12.2,22,12,20,0,17.0
1769990,0.164,238.69,9.4,28,4,21,14,19.0
1204544,0.0,243.92,1.0,4,1,5,8,0.0
633143,0.078,235.5,2.4,29,2,9,47,0.0
640731,0.052,238.87,13.9,3,5,16,15,45.0
1126894,0.062,241.24,8.8,2,6,6,58,18.0
934487,0.0,240.37,0.6,25,9,16,11,1.0
432303,0.09,242.46,1.8,10,12,22,27,1.0
1806979,0.0,242.27,1.4,24,5,13,43,1.0
748601,0.228,237.55,1.6,19,5,14,5,1.0
963142,0.226,239.37,10.0,15,10,13,46,33.0
1508606,0.0,238.8,1.8,29,10,8,50,1.0
479797,0.082,237.06,12.8,14,11,22,1,17.0
402165,0.0,244.09,0.6,22,9,0,9,0.0
2001816,0.064,240.24,1.4,10,6,21,0,0.0
1742741,0.176,246.09,1.8,4,9,23,5,2.0
2032486,0.104,246.94,1.4,28,10,4,10,1.0
522788,0.07,236.99,5.6,14,12,18,32,0.0
830076,0.158,236.67,7.0,15,7,4,0,23.0
1284621,0.08,233.20499999999996,1.4,26,5,19,45,1.0
1847637,0.266,239.66,9.8,21,6,19,21,30.0
936834,0.0,237.34,6.4,27,9,7,18,18.0
623791,0.0,243.14,2.4,22,2,21,55,0.0
1385918,0.136,241.72,1.0,8,5,4,2,1.0
206357,0.192,233.97,1.4,5,9,0,41,0.0
231516,0.1,236.78,10.4,26,5,12,0,35.0
214863,0.088,238.16,4.0,14,5,22,27,0.0
727925,0.116,241.26,1.4,5,5,5,29,1.0
1548291,0.098,242.53,3.2,25,11,22,15,3.0
293869,0.082,238.6,10.4,7,8,19,13,39.0
253665,0.22,241.61,1.8,6,10,21,9,1.0
555370,0.098,240.55,1.8,1,6,9,34,0.0
1627707,0.246,244.18,2.0,20,1,1,51,2.0
1489018,0.056,244.59,2.6,15,10,18,22,1.0
539997,0.302,238.87,11.4,26,12,17,21,17.0
1753740,0.088,242.65,2.0,17,4,14,24,1.0
802931,0.0,238.55,5.4,26,6,7,35,18.0
444318,0.0,242.53,5.4,21,10,6,42,18.0
1035200,0.0,248.03,1.2,12,4,14,44,0.0
464046,0.084,242.87,1.2,11,3,23,30,0.0
1893617,0.236,240.29,1.6,23,7,17,41,1.0
224428,0.078,233.20499999999996,1.4,21,5,13,52,0.0
462933,0.112,242.49,1.4,11,3,4,57,0.0
1740001,0.086,243.38,1.4,4,8,1,25,2.0
1111447,0.0,242.15,10.4,26,1,13,31,18.0
532682,0.0,242.69,5.4,21,12,15,26,18.0
676125,0.0,242.64,0.8,30,3,6,9,0.0
1530839,0.112,239.64,9.2,13,11,19,23,1.0
26006,0.324,240.8,2.4,1,3,18,50,1.0
1951738,0.1,241.31,1.2,9,2,2,22,1.0
281342,0.0,240.95,0.6,30,6,2,26,0.0
95823,0.0,242.49,1.0,21,2,6,27,0.0
959261,0.204,236.2,9.6,10,12,21,5,0.0
901747,0.192,240.81,7.6,9,2,22,31,2.0
985449,0.054,239.63,1.2,31,10,1,33,2.0
1560250,0.13,247.75,1.8,12,4,5,34,1.0
1638759,0.052,235.14,13.9,27,1,18,3,30.0
263575,0.15,237.6,13.9,17,6,18,19,25.0
1838695,0.058,237.72,5.4,15,6,14,19,18.0
535060,0.0,246.61,1.0,23,12,7,4,0.0
414628,0.22,242.99,1.8,30,9,15,52,0.0
1403753,0.136,240.67,3.6,17,8,13,17,13.0
1788520,0.058,238.73,4.0,5,11,18,4,1.0
256815,0.208,239.82,5.6,13,6,1,39,18.0
805520,0.21,239.69,1.4,28,6,2,44,1.0
1196088,0.05,241.76,5.2,26,3,8,12,18.0
1772781,0.206,242.32,1.8,30,4,19,45,0.0
1097690,0.152,247.29,4.8,17,1,0,14,1.0
357212,0.1,238.62,0.8,21,8,18,56,0.0
305292,0.108,237.59,1.0,16,7,17,36,0.0
1655691,0.29,241.27,11.2,2,8,12,15,19.0
192714,0.1,240.81052229987583,2.8,29,4,13,18,1.0
1333324,0.126,242.14,1.4,29,6,15,28,1.0
1788188,0.072,243.15,5.8,5,11,12,32,21.0
954188,0.08,233.58,10.0,10,9,8,32,18.0
1509673,0.0,244.55,1.0,30,10,2,37,1.0
142794,0.124,237.22,12.8,25,3,21,18,22.0
2057410,0.054,236.54,2.0,14,11,11,34,0.0
180945,0.116,238.72,2.8,21,4,9,9,3.0
749338,0.212,240.85,6.0,20,5,2,22,20.0
71632,0.202,239.51,2.0,2,4,11,16,0.0
2071168,0.0,244.58,1.0,24,11,0,52,0.0
1662320,0.052,246.22,1.0,13,2,2,44,0.0
786088,0.224,239.5,6.0,14,6,14,52,20.0
1742233,0.0,247.34,1.0,4,9,14,37,0.0
1484328,0.058,237.86,5.2,10,12,12,12,18.0
541211,0.094,240.94,7.4,27,12,13,35,17.0
266994,0.0,239.33,0.4,20,6,3,18,0.0
1654236,0.05,243.57,1.2,2,7,12,0,0.0
1321404,0.092,238.05,3.6,21,6,8,48,12.0
528294,0.0,244.35,10.4,18,12,14,18,37.0
138981,0.0,242.97,0.8,23,3,5,45,0.0
312779,0.0,237.16,1.2,21,7,22,23,0.0
1059576,0.0,240.13,5.6,21,12,13,0,18.0
2064938,0.082,233.52,5.4,19,11,17,2,0.0
1783696,0.112,236.24,13.9,5,8,9,40,45.0
2075246,0.128,238.11,5.0,26,11,20,50,1.0
27333,0.41300000000000003,235.61,13.9,1,4,16,57,45.0
1870685,0.368,242.05,2.6,7,7,19,29,1.0
1147084,0.066,240.47,1.2,20,2,7,28,0.0
500339,0.076,245.25,1.2,29,11,4,23,0.0
1990339,0.0,240.37,6.2,28,9,21,43,1.0
373488,0.092,241.84,0.8,9,2,2,12,1.0
1377827,0.298,241.15,2.2,30,7,13,11,2.0
148784,0.244,242.82,1.8,30,3,1,8,1.0
146063,0.1,243.42,1.4,28,3,3,47,0.0
862689,0.154,242.22,0.8,8,6,19,33,0.0
339630,0.0,234.77,4.6,8,9,13,54,17.0
1379980,0.0,240.94,0.6,8,1,1,4,1.0
64246,0.136,240.48,6.0,30,1,8,10,17.0
1653451,0.0,242.35,10.8,2,6,22,55,19.0
1360763,0.338,241.77,2.4,18,7,16,47,1.0
952163,0.0,241.0,11.0,10,7,22,47,21.0
1358823,0.072,238.92,1.4,17,7,8,27,1.0
736577,0.21,239.51,3.8,5,11,5,41,13.0
1387392,0.22,239.95,5.6,8,6,4,36,19.0
1737688,0.0,241.47,7.6,4,6,10,52,19.0
1447402,0.05,236.69,9.4,16,9,20,46,19.0
